"LINK CODE","ADVERTISER","LINK NAME","LINK ID","RETAIL PRICE","CATEGORY"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415511210&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Ftom-ford-face-and-body-skin-illuminator"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-color-02roseglow-888066111324-1.jpg?v=1654548311"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415511210&type=2&subid=0"" >","Bluemercury, Inc.","Face and Body Skin Illuminator","19415511210","70.0","Luminizers"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415516242&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fvolo-beauty-volo-hero-hair-towel-bluemercury-blue"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-850017379275-1.jpg?v=1654269045"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415516242&type=2&subid=0"" >","Bluemercury, Inc.","VOLO Hero Hair Towel - Bluemercury Blue","19415516242","39.0","Hair Towels"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415515980&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Flafco-retreat-sanctuary-signature-candle"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-727080239945-1.jpg?v=1654275061"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415515980&type=2&subid=0"" >","Bluemercury, Inc.","Retreat - Sanctuary Signature Candle","19415515980","70.0","Candles"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415511180&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fthe-beauty-chef-antioxidant-inner-beauty-boost"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-size-500ml-799439999077-1.jpg?v=1654548167"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415511180&type=2&subid=0"" >","Bluemercury, Inc.","Antioxidant Inner Beauty Boost","19415511180","50.0","Supplements - Skin Care"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415512124&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Frevive-glow-elixir-hydrating-radiance-oil"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-633222207072-1.jpg?v=1654882534"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415512124&type=2&subid=0"" >","Bluemercury, Inc.","Glow Elixir Hydrating Radiance Oil","19415512124","125.0","Face Oils"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415515470&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Frodial-xxl-lip-liner"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-color-photoshoot-5060027066606-1.jpg?v=1654548149"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415515470&type=2&subid=0"" >","Bluemercury, Inc.","XXL Lip Liner","19415515470","5.5","Sale"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415513230&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fkjaer-weis-lightslip-highlighting-powder-compact"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-color-luminous-819869025976-1.jpg?v=1654547796"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415513230&type=2&subid=0"" >","Bluemercury, Inc.","Lightslip Highlighting Powder Compact","19415513230","60.0","Highlighters"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415512586&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fnatura-bisse-c-c-vitamin-sheer-fluid"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-8436568079271-1.jpg?v=1654625984"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415512586&type=2&subid=0"" >","Bluemercury, Inc.","C+C Vitamin Sheer Fluid","19415512586","110.0","Tinted Moisturizers"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415512204&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Ft3-source-showerhead-mineral-water-filter"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-883349733118-1.jpg?v=1654274580"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415512204&type=2&subid=0"" >","Bluemercury, Inc.","Source Showerhead Mineral Water Filter","19415512204","150.0","Showerheads"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415511698&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fis-clinical-neckperfect-complex"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-817244010838-1.jpg?v=1654790772"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415511698&type=2&subid=0"" >","Bluemercury, Inc.","NeckPerfect Complex","19415511698","105.0","Decollete And Neck Creams"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415513592&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fnest-fragrances-cedar-leaf-and-lavender-candle"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-840732100544-1.jpg?v=1654274881"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415513592&type=2&subid=0"" >","Bluemercury, Inc.","Cedar Leaf And Lavender Candle","19415513592","40.0","Candles"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415515400&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Folaplex-no-6-bond-smoother"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-896364002954-1.jpg?v=1654531655"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415515400&type=2&subid=0"" >","Bluemercury, Inc.","No.6 Bond Smoother","19415515400","28.0","Hair Styling Creams"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415512122&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Frevive-fermitif-neck-renewal-cream-broad-spectrum-spf-15"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-title-defaulttitle-633222106573-1.jpg?v=1654882515"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415512122&type=2&subid=0"" >","Bluemercury, Inc.","Fermitif Neck Renewal Cream","19415512122","165.0","Decollete And Neck Creams"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415515670&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Ftrish-mcevoy-fast-track-eye-stick"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-color-cream-791222975015-1.jpg?v=1654548606"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415515670&type=2&subid=0"" >","Bluemercury, Inc.","Fast-Track Eye Stick","19415515670","8.5","Sale"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415514676&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Ffornasetti-profumi-regalo-gold-300g-candle"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-5060244573147-1.jpg?v=1654274968"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415514676&type=2&subid=0"" >","Bluemercury, Inc.","Regalo Gold Candle","19415514676","230.0","Candles"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415512472&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Facqua-di-parma-la-casa-sul0lago-candle"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-8028713620010-1.jpg?v=1654274566"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415512472&type=2&subid=0"" >","Bluemercury, Inc.","La Casa Sul Lago Candle","19415512472","82.0","Candles"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415513064&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fbeautystat-cosmetics-beautystat-universal-c-eye-perfector"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/global_images-860001453041-1.jpg?v=1654621889"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415513064&type=2&subid=0"" >","Bluemercury, Inc.","Universal C Eye Perfector","19415513064","65.0","Eye Serums"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415514982&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Frevive-intensite-volumizing-serum-targeted-skin-filler"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-title-defaulttitle-633222108768-1_dd01c0a6-33ee-4a89-907b-dc95a5603227.jpg?v=1653539127"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415514982&type=2&subid=0"" >","Bluemercury, Inc.","Intensitè Volumizing Serum Targeted Skin Filler","19415514982","600.0","Face Serums"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415514732&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fchantecaille-perfect-blur-finishing-powder"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-color-mediumdeep-656509051397-1.jpg?v=1654546791"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415514732&type=2&subid=0"" >","Bluemercury, Inc.","Perfect Blur Finishing Powder","19415514732","84.0","Finishing Powder"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=1051525.19415514216&type=2&murl=https%3A%2F%2Fbluemercury.com%2Fproducts%2Fbumble-and-bumble-thickening-dryspun-finish"" rel=""nofollow""><IMG border=0 src=""https://cdn.shopify.com/s/files/1/0283/0185/2747/products/variant_images-size-95oz-685428017900-1.jpg?v=1654546694"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=1051525.19415514216&type=2&subid=0"" >","Bluemercury, Inc.","Thickening Dryspun Finish","19415514216","14.0","Hair Sprays"
