"LINK CODE","ADVERTISER","LINK NAME","LINK ID","RETAIL PRICE","CATEGORY"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.857124004083&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fjoanna-vargas-daily-hydrating-cream-1.7-oz.%3FID%3D10147816%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/6/optimized/14840606_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.857124004083&type=2&subid=0"" >","Macys.com","Joanna Vargas Daily Hydrating Cream, 1.7-oz.","857124004083","75.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.849017006281&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fcaesars-fragrance-new-caesars-augustus-mens-travel-spray-0.5-oz%3FID%3D10482172%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/4/optimized/16341604_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.849017006281&type=2&subid=0"" >","Macys.com","Caesars Fragrance New Caesars Augustus Men's Travel Spray, 0.5 oz","849017006281","30.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.849017007578&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fellen-tracy-womens-floral-confident-courageous-body-mist-duo-gift-set%3FID%3D12618465%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/3/optimized/19375113_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.849017007578&type=2&subid=0"" >","Macys.com","Ellen Tracy Women's Floral Confident and Courageous Body Mist Duo Gift Set","849017007578","15.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.3614273361002&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fyves-saint-laurent-the-slim-velvet-radical-matte-lipstick%3FID%3D12866088%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/6/optimized/19661236_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.3614273361002&type=2&subid=0"" >","Macys.com","Yves Saint Laurent The Slim Velvet Radical Matte Lipstick","3614273361002","39.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.95008051543&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fessie-nail-polish%3FID%3D581852%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/2/optimized/19900367_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.95008051543&type=2&subid=0"" >","Macys.com","Essie Nail Polish","95008051543","9.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.194248015206&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fbareminerals-mineralist-eyeshadow-palette%3FID%3D12415757%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/7/optimized/19295997_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.194248015206&type=2&subid=0"" >","Macys.com","bareMinerals Mineralist Eyeshadow Palette","194248015206","32.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.857124004069&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fjoanna-vargas-forever-glow-anti-aging-face-mask-5-pk.%3FID%3D10147813%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/1/optimized/14840161_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.857124004069&type=2&subid=0"" >","Macys.com","Joanna Vargas Forever Glow Anti-Aging Face Mask, 5-Pk.","857124004069","75.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.814309021419&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fluneaster-realglow-skin-tint-1.3-oz.%3FID%3D10421443%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/7/optimized/15945117_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.814309021419&type=2&subid=0"" >","Macys.com","Lune+Aster RealGlow Skin Tint, 1.3-oz.","814309021419","52.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.840062314185&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fwomens-emerald-cut-rhinestones-barrette-pack-of-2%3FID%3D12208985%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/9/optimized/18764159_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.840062314185&type=2&subid=0"" >","Macys.com","Women's Emerald Cut Rhinestones Barrette, Pack of 2","840062314185","40.0","Beauty"
"<a href=""https://click.linksynergy.com/link?id=DEoPybET1Dw&offerid=803538.3666057013591&type=2&murl=https%3A%2F%2Fwww.macys.com%2Fshop%2Fproduct%2Fclarins-natural-lip-perfector-0.35-oz.%3FID%3D13650314%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-4-_-0-_-MP40&LSNSUBSITE=PR"" rel=""nofollow""><IMG border=0 src=""https://slimages.macysassets.com/is/image/MCY/products/7/optimized/1507059_fpx.tif?wid=1200&fmt=jpeg&qlt=100"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=DEoPybET1Dw&bids=803538.3666057013591&type=2&subid=0"" >","Macys.com","Clarins Natural Lip Perfector, 0.35 oz.","3666057013591","26.0","Beauty"
